id,title,missing_year,classification,confidence,evidence,variant_title,swallowed_by,median_wc,edition_count,present_years
KNAVE,KNAVE,1815,PARSING_OR_EDITORIAL,0.50,In OCR range but not parsed — possible parsing error or editorial removal,,,1231,6,1771|1778|1797|1810|1823|1842
MAGELLAN,MAGELLAN,1797,PARSING_OR_EDITORIAL,0.50,In OCR range but not parsed — possible parsing error or editorial removal,,,1228,5,1778|1810|1815|1823|1860
MAGELLAN,MAGELLAN,1842,PARSING_OR_EDITORIAL,0.50,In OCR range but not parsed — possible parsing error or editorial removal,,,1228,5,1778|1810|1815|1823|1860
DAMIANISTS,DAMIANISTS,1797,PARSING_OR_EDITORIAL,0.50,In OCR range but not parsed — possible parsing error or editorial removal,,,1223,5,1771|1778|1815|1823|1842
DAMIANISTS,DAMIANISTS,1810,PARSING_OR_EDITORIAL,0.50,In OCR range but not parsed — possible parsing error or editorial removal,,,1223,5,1771|1778|1815|1823|1842
TABLATURE,TABLATURE,1797,PARSING_OR_EDITORIAL,0.50,In OCR range but not parsed — possible parsing error or editorial removal,,,1223,2,1771|1842
TABLATURE,TABLATURE,1810,PARSING_OR_EDITORIAL,0.50,In OCR range but not parsed — possible parsing error or editorial removal,,,1223,2,1771|1842
TABLATURE,TABLATURE,1815,PARSING_OR_EDITORIAL,0.50,In OCR range but not parsed — possible parsing error or editorial removal,,,1223,2,1771|1842
TABLATURE,TABLATURE,1823,PARSING_OR_EDITORIAL,0.50,In OCR range but not parsed — possible parsing error or editorial removal,,,1223,2,1771|1842
CHORD,CHORD,1778,PARSING_OR_EDITORIAL,0.50,In OCR range but not parsed — possible parsing error or editorial removal,,,1217,7,1771|1797|1810|1815|1823|1842|1860
VIDA,VIDA,1842,PARSING_OR_EDITORIAL,0.50,In OCR range but not parsed — possible parsing error or editorial removal,,,1207,6,1778|1797|1810|1815|1823|1860
COLOPHONY,COLOPHONY,1842,PARSING_OR_EDITORIAL,0.50,In OCR range but not parsed — possible parsing error or editorial removal,,,1206,7,1771|1778|1797|1810|1815|1823|1860
HALLELUJAH,HALLELUJAH,1810,PARSING_OR_EDITORIAL,0.50,In OCR range but not parsed — possible parsing error or editorial removal,,,1201,3,1797|1842|1860
HALLELUJAH,HALLELUJAH,1815,PARSING_OR_EDITORIAL,0.50,In OCR range but not parsed — possible parsing error or editorial removal,,,1201,3,1797|1842|1860
HALLELUJAH,HALLELUJAH,1823,PARSING_OR_EDITORIAL,0.50,In OCR range but not parsed — possible parsing error or editorial removal,,,1201,3,1797|1842|1860
CAPIAS,CAPIAS,1778,PARSING_OR_EDITORIAL,0.50,In OCR range but not parsed — possible parsing error or editorial removal,,,1200,6,1771|1797|1810|1815|1823|1860
CAPIAS,CAPIAS,1842,PARSING_OR_EDITORIAL,0.50,In OCR range but not parsed — possible parsing error or editorial removal,,,1200,6,1771|1797|1810|1815|1823|1860
MIEL,MIEL,1842,PARSING_OR_EDITORIAL,0.50,In OCR range but not parsed — possible parsing error or editorial removal,,,1195,5,1797|1810|1815|1823|1860
BEALE,BEALE,1810,PARSING_OR_EDITORIAL,0.50,In OCR range but not parsed — possible parsing error or editorial removal,,,1192,6,1778|1797|1815|1823|1842|1860
BEAM,BEAM,1797,PARSING_OR_EDITORIAL,0.50,In OCR range but not parsed — possible parsing error or editorial removal,,,1190,6,1771|1778|1815|1823|1842|1860
BEAM,BEAM,1810,PARSING_OR_EDITORIAL,0.50,In OCR range but not parsed — possible parsing error or editorial removal,,,1190,6,1771|1778|1815|1823|1842|1860
COLLINS,COLLINS,1797,PARSING_OR_EDITORIAL,0.50,In OCR range but not parsed — possible parsing error or editorial removal,,,1188,6,1778|1810|1815|1823|1842|1860
HIPPARCHUS,HIPPARCHUS,1810,PARSING_OR_EDITORIAL,0.50,In OCR range but not parsed — possible parsing error or editorial removal,,,1187,5,1797|1815|1823|1842|1860
NUREMBERG,NUREMBERG,1842,PARSING_OR_EDITORIAL,0.50,In OCR range but not parsed — possible parsing error or editorial removal,,,1185,6,1778|1797|1810|1815|1823|1860
RHAMNUS,RHAMNUS,1842,PARSING_OR_EDITORIAL,0.50,In OCR range but not parsed — possible parsing error or editorial removal,,,1184,7,1771|1778|1797|1810|1815|1823|1860
DORIA,DORIA,1810,PARSING_OR_EDITORIAL,0.50,In OCR range but not parsed — possible parsing error or editorial removal,,,1181,5,1778|1797|1815|1823|1842
MUSK,MUSK,1810,PARSING_OR_EDITORIAL,0.50,In OCR range but not parsed — possible parsing error or editorial removal,,,1179,5,1778|1797|1815|1823|1860
MUSK,MUSK,1842,PARSING_OR_EDITORIAL,0.50,In OCR range but not parsed — possible parsing error or editorial removal,,,1179,5,1778|1797|1815|1823|1860
WOLVERHAMPTON,WOLVERHAMPTON,1797,PARSING_OR_EDITORIAL,0.50,In OCR range but not parsed — possible parsing error or editorial removal,,,1174,3,1771|1842|1860
WOLVERHAMPTON,WOLVERHAMPTON,1815,PARSING_OR_EDITORIAL,0.50,In OCR range but not parsed — possible parsing error or editorial removal,,,1174,3,1771|1842|1860
WOLVERHAMPTON,WOLVERHAMPTON,1823,PARSING_OR_EDITORIAL,0.50,In OCR range but not parsed — possible parsing error or editorial removal,,,1174,3,1771|1842|1860
GORDIANUS,GORDIANUS,1797,PARSING_OR_EDITORIAL,0.50,In OCR range but not parsed — possible parsing error or editorial removal,,,1171,3,1778|1842|1860
GORDIANUS,GORDIANUS,1810,PARSING_OR_EDITORIAL,0.50,In OCR range but not parsed — possible parsing error or editorial removal,,,1171,3,1778|1842|1860
GORDIANUS,GORDIANUS,1815,PARSING_OR_EDITORIAL,0.50,In OCR range but not parsed — possible parsing error or editorial removal,,,1171,3,1778|1842|1860
GORDIANUS,GORDIANUS,1823,PARSING_OR_EDITORIAL,0.50,In OCR range but not parsed — possible parsing error or editorial removal,,,1171,3,1778|1842|1860
REAUMUR,REAUMUR,1823,PARSING_OR_EDITORIAL,0.50,In OCR range but not parsed — possible parsing error or editorial removal,,,1170,5,1797|1810|1815|1842|1860
GYMNOTUS,GYMNOTUS,1842,PARSING_OR_EDITORIAL,0.50,In OCR range but not parsed — possible parsing error or editorial removal,,,1164,7,1771|1778|1797|1810|1815|1823|1860
EUSTATIA,EUSTATIA,1810,PARSING_OR_EDITORIAL,0.50,In OCR range but not parsed — possible parsing error or editorial removal,,,1160,4,1778|1797|1823|1842
EUSTATIA,EUSTATIA,1815,PARSING_OR_EDITORIAL,0.50,In OCR range but not parsed — possible parsing error or editorial removal,,,1160,4,1778|1797|1823|1842
NORIS,NORIS,1823,PARSING_OR_EDITORIAL,0.50,In OCR range but not parsed — possible parsing error or editorial removal,,,1159,5,1797|1810|1815|1842|1860
IMMORTAL,IMMORTAL,1797,PARSING_OR_EDITORIAL,0.50,In OCR range but not parsed — possible parsing error or editorial removal,,,1154,6,1771|1778|1810|1815|1823|1842
OSNABURG,OSNABURG,1842,PARSING_OR_EDITORIAL,0.50,In OCR range but not parsed — possible parsing error or editorial removal,,,1144,7,1771|1778|1797|1810|1815|1823|1860
QUID_PRO_QUO,QUID PRO QUO,1810,PARSING_OR_EDITORIAL,0.50,In OCR range but not parsed — possible parsing error or editorial removal,,,1144,5,1778|1797|1815|1823|1860
QUID_PRO_QUO,QUID PRO QUO,1842,PARSING_OR_EDITORIAL,0.50,In OCR range but not parsed — possible parsing error or editorial removal,,,1144,5,1778|1797|1815|1823|1860
TEMPE,TEMPE,1823,PARSING_OR_EDITORIAL,0.50,In OCR range but not parsed — possible parsing error or editorial removal,,,1144,6,1778|1797|1810|1815|1842|1860
FONTENELLE,FONTENELLE,1810,PARSING_OR_EDITORIAL,0.50,In OCR range but not parsed — possible parsing error or editorial removal,,,1139,6,1778|1797|1815|1823|1842|1860
OXGANG,OXGANG,1810,PARSING_OR_EDITORIAL,0.50,In OCR range but not parsed — possible parsing error or editorial removal,,,1138,5,1778|1797|1815|1823|1842
CONGREVE,CONGREVE,1815,PARSING_OR_EDITORIAL,0.50,In OCR range but not parsed — possible parsing error or editorial removal,,,1137,6,1778|1797|1810|1823|1842|1860
ACTIVE,ACTIVE,1778,PARSING_OR_EDITORIAL,0.50,In OCR range but not parsed — possible parsing error or editorial removal,,,1135,7,1771|1797|1810|1815|1823|1842|1860
BELESIS,BELESIS,1810,PARSING_OR_EDITORIAL,0.50,In OCR range but not parsed — possible parsing error or editorial removal,,,1135,6,1778|1797|1815|1823|1842|1860
COLUMBIUM,COLUMBIUM,1842,PARSING_OR_EDITORIAL,0.50,In OCR range but not parsed — possible parsing error or editorial removal,,,1134,4,1810|1815|1823|1860
MUSIMON,MUSIMON,1815,PARSING_OR_EDITORIAL,0.50,In OCR range but not parsed — possible parsing error or editorial removal,,,1132,3,1810|1823|1842
VILLIERS,VILLIERS,1815,PARSING_OR_EDITORIAL,0.50,In OCR range but not parsed — possible parsing error or editorial removal,,,1132,4,1778|1797|1842|1860
VILLIERS,VILLIERS,1823,PARSING_OR_EDITORIAL,0.50,In OCR range but not parsed — possible parsing error or editorial removal,,,1132,4,1778|1797|1842|1860
CIVIL,CIVIL,1797,PARSING_OR_EDITORIAL,0.50,In OCR range but not parsed — possible parsing error or editorial removal,,,1131,5,1771|1778|1810|1815|1842
CIVIL,CIVIL,1823,PARSING_OR_EDITORIAL,0.50,In OCR range but not parsed — possible parsing error or editorial removal,,,1131,5,1771|1778|1810|1815|1842
ILLUSTRIUS,ILLUSTRIUS,1815,PARSING_OR_EDITORIAL,0.50,In OCR range but not parsed — possible parsing error or editorial removal,,,1131,2,1810|1842
ILLUSTRIUS,ILLUSTRIUS,1823,PARSING_OR_EDITORIAL,0.50,In OCR range but not parsed — possible parsing error or editorial removal,,,1131,2,1810|1842
PERSEPOLIS,PERSEPOLIS,1842,PARSING_OR_EDITORIAL,0.50,In OCR range but not parsed — possible parsing error or editorial removal,,,1129,7,1771|1778|1797|1810|1815|1823|1860
GAUZE,GAUZE,1797,PARSING_OR_EDITORIAL,0.50,In OCR range but not parsed — possible parsing error or editorial removal,,,1126,2,1778|1842
GAUZE,GAUZE,1810,PARSING_OR_EDITORIAL,0.50,In OCR range but not parsed — possible parsing error or editorial removal,,,1126,2,1778|1842
GAUZE,GAUZE,1815,PARSING_OR_EDITORIAL,0.50,In OCR range but not parsed — possible parsing error or editorial removal,,,1126,2,1778|1842
GAUZE,GAUZE,1823,PARSING_OR_EDITORIAL,0.50,In OCR range but not parsed — possible parsing error or editorial removal,,,1126,2,1778|1842
BOYD,BOYD,1815,PARSING_OR_EDITORIAL,0.50,In OCR range but not parsed — possible parsing error or editorial removal,,,1125,5,1778|1797|1810|1842|1860
BOYD,BOYD,1823,PARSING_OR_EDITORIAL,0.50,In OCR range but not parsed — possible parsing error or editorial removal,,,1125,5,1778|1797|1810|1842|1860
LUGO,LUGO,1797,PARSING_OR_EDITORIAL,0.50,In OCR range but not parsed — possible parsing error or editorial removal,,,1124,3,1771|1842|1860
LUGO,LUGO,1810,PARSING_OR_EDITORIAL,0.50,In OCR range but not parsed — possible parsing error or editorial removal,,,1124,3,1771|1842|1860
LUGO,LUGO,1815,PARSING_OR_EDITORIAL,0.50,In OCR range but not parsed — possible parsing error or editorial removal,,,1124,3,1771|1842|1860
LUGO,LUGO,1823,PARSING_OR_EDITORIAL,0.50,In OCR range but not parsed — possible parsing error or editorial removal,,,1124,3,1771|1842|1860
PETRA,PETRA,1842,PARSING_OR_EDITORIAL,0.50,In OCR range but not parsed — possible parsing error or editorial removal,,,1123,6,1778|1797|1810|1815|1823|1860
BLIGHT,BLIGHT,1842,PARSING_OR_EDITORIAL,0.50,In OCR range but not parsed — possible parsing error or editorial removal,,,1118,7,1771|1778|1797|1810|1815|1823|1860
LAOCOON,LAOCOON,1815,PARSING_OR_EDITORIAL,0.50,In OCR range but not parsed — possible parsing error or editorial removal,,,1116,3,1810|1823|1842
GLOW-WORM,GLOW-WORM,1797,PARSING_OR_EDITORIAL,0.50,In OCR range but not parsed — possible parsing error or editorial removal,,,1114,2,1778|1860
GLOW-WORM,GLOW-WORM,1810,PARSING_OR_EDITORIAL,0.50,In OCR range but not parsed — possible parsing error or editorial removal,,,1114,2,1778|1860
GLOW-WORM,GLOW-WORM,1815,PARSING_OR_EDITORIAL,0.50,In OCR range but not parsed — possible parsing error or editorial removal,,,1114,2,1778|1860
GLOW-WORM,GLOW-WORM,1823,PARSING_OR_EDITORIAL,0.50,In OCR range but not parsed — possible parsing error or editorial removal,,,1114,2,1778|1860
GLOW-WORM,GLOW-WORM,1842,PARSING_OR_EDITORIAL,0.50,In OCR range but not parsed — possible parsing error or editorial removal,,,1114,2,1778|1860
PLATFORM,PLATFORM,1810,PARSING_OR_EDITORIAL,0.50,In OCR range but not parsed — possible parsing error or editorial removal,,,1113,6,1771|1778|1797|1815|1823|1842
MONTBELLARD,MONTBELLARD,1823,PARSING_OR_EDITORIAL,0.50,In OCR range but not parsed — possible parsing error or editorial removal,,,1112,2,1815|1860
MONTBELLARD,MONTBELLARD,1842,PARSING_OR_EDITORIAL,0.50,In OCR range but not parsed — possible parsing error or editorial removal,,,1112,2,1815|1860
FRUIT,FRUIT,1778,PARSING_OR_EDITORIAL,0.50,In OCR range but not parsed — possible parsing error or editorial removal,,,1110,6,1771|1797|1810|1815|1823|1842
GINSENG,GINSENG,1810,PARSING_OR_EDITORIAL,0.50,In OCR range but not parsed — possible parsing error or editorial removal,,,1107,4,1771|1778|1797|1860
GINSENG,GINSENG,1815,PARSING_OR_EDITORIAL,0.50,In OCR range but not parsed — possible parsing error or editorial removal,,,1107,4,1771|1778|1797|1860
GINSENG,GINSENG,1823,PARSING_OR_EDITORIAL,0.50,In OCR range but not parsed — possible parsing error or editorial removal,,,1107,4,1771|1778|1797|1860
GINSENG,GINSENG,1842,PARSING_OR_EDITORIAL,0.50,In OCR range but not parsed — possible parsing error or editorial removal,,,1107,4,1771|1778|1797|1860
SHOT,SHOT,1797,PARSING_OR_EDITORIAL,0.50,In OCR range but not parsed — possible parsing error or editorial removal,,,1106,6,1771|1778|1810|1815|1823|1842
MUTIUS,MUTIUS,1810,PARSING_OR_EDITORIAL,0.50,In OCR range but not parsed — possible parsing error or editorial removal,,,1104,6,1778|1797|1815|1823|1842|1860
PRIMOGENITURE,PRIMOGENITURE,1823,PARSING_OR_EDITORIAL,0.50,In OCR range but not parsed — possible parsing error or editorial removal,,,1095,5,1797|1810|1815|1842|1860
DECIPHERING,DECIPHERING,1842,PARSING_OR_EDITORIAL,0.50,In OCR range but not parsed — possible parsing error or editorial removal,,,1093,7,1771|1778|1797|1810|1815|1823|1860
JONAH,JONAH,1842,PARSING_OR_EDITORIAL,0.50,In OCR range but not parsed — possible parsing error or editorial removal,,,1090,7,1771|1778|1797|1810|1815|1823|1860
CONSTANCY,CONSTANCY,1823,PARSING_OR_EDITORIAL,0.50,In OCR range but not parsed — possible parsing error or editorial removal,,,1084,3,1797|1810|1842
THOMAS,THOMAS,1815,PARSING_OR_EDITORIAL,0.50,In OCR range but not parsed — possible parsing error or editorial removal,,,1084,2,1797|1860
THOMAS,THOMAS,1823,PARSING_OR_EDITORIAL,0.50,In OCR range but not parsed — possible parsing error or editorial removal,,,1084,2,1797|1860
THOMAS,THOMAS,1842,PARSING_OR_EDITORIAL,0.50,In OCR range but not parsed — possible parsing error or editorial removal,,,1084,2,1797|1860
HIEROMANCY,HIEROMANCY,1810,PARSING_OR_EDITORIAL,0.50,In OCR range but not parsed — possible parsing error or editorial removal,,,1083,3,1797|1842|1860
HIEROMANCY,HIEROMANCY,1815,PARSING_OR_EDITORIAL,0.50,In OCR range but not parsed — possible parsing error or editorial removal,,,1083,3,1797|1842|1860
HIEROMANCY,HIEROMANCY,1823,PARSING_OR_EDITORIAL,0.50,In OCR range but not parsed — possible parsing error or editorial removal,,,1083,3,1797|1842|1860
BUENOS-AYRES,BUENOS-AYRES,1797,PARSING_OR_EDITORIAL,0.50,In OCR range but not parsed — possible parsing error or editorial removal,,,1081,3,1771|1778|1860
BUENOS-AYRES,BUENOS-AYRES,1815,PARSING_OR_EDITORIAL,0.50,In OCR range but not parsed — possible parsing error or editorial removal,,,1081,3,1771|1778|1860
FIXMILLNER,FIXMILLNER,1823,PARSING_OR_EDITORIAL,0.50,In OCR range but not parsed — possible parsing error or editorial removal,,,1077,3,1810|1815|1860
FIXMILLNER,FIXMILLNER,1842,PARSING_OR_EDITORIAL,0.50,In OCR range but not parsed — possible parsing error or editorial removal,,,1077,3,1810|1815|1860
BLOEMART,BLOEMART,1842,PARSING_OR_EDITORIAL,0.50,In OCR range but not parsed — possible parsing error or editorial removal,,,1072,6,1778|1797|1810|1815|1823|1860
CARLYLE,CARLYLE,1842,PARSING_OR_EDITORIAL,0.50,In OCR range but not parsed — possible parsing error or editorial removal,,,1070,2,1823|1860
PATERCULUS,PATERCULUS,1810,PARSING_OR_EDITORIAL,0.50,In OCR range but not parsed — possible parsing error or editorial removal,,,1069,6,1778|1797|1815|1823|1842|1860
PIPER,PIPER,1823,PARSING_OR_EDITORIAL,0.50,In OCR range but not parsed — possible parsing error or editorial removal,,,1069,6,1771|1778|1797|1810|1815|1842
GUYON,GUYON,1797,PARSING_OR_EDITORIAL,0.50,In OCR range but not parsed — possible parsing error or editorial removal,,,1068,5,1778|1810|1815|1823|1860
GUYON,GUYON,1842,PARSING_OR_EDITORIAL,0.50,In OCR range but not parsed — possible parsing error or editorial removal,,,1068,5,1778|1810|1815|1823|1860
MORAVIANS,MORAVIANS,1797,PARSING_OR_EDITORIAL,0.50,In OCR range but not parsed — possible parsing error or editorial removal,,,1065,3,1771|1778|1860
MORAVIANS,MORAVIANS,1815,PARSING_OR_EDITORIAL,0.50,In OCR range but not parsed — possible parsing error or editorial removal,,,1065,3,1771|1778|1860
MORAVIANS,MORAVIANS,1823,PARSING_OR_EDITORIAL,0.50,In OCR range but not parsed — possible parsing error or editorial removal,,,1065,3,1771|1778|1860
REVERIE,REVERIE,1823,PARSING_OR_EDITORIAL,0.50,In OCR range but not parsed — possible parsing error or editorial removal,,,1062,6,1771|1778|1797|1810|1815|1842
DOUBLET,DOUBLET,1823,PARSING_OR_EDITORIAL,0.50,In OCR range but not parsed — possible parsing error or editorial removal,,,1056,3,1778|1815|1860
DOUBLET,DOUBLET,1842,PARSING_OR_EDITORIAL,0.50,In OCR range but not parsed — possible parsing error or editorial removal,,,1056,3,1778|1815|1860
DEPRIVATION,DEPRIVATION,1778,PARSING_OR_EDITORIAL,0.50,In OCR range but not parsed — possible parsing error or editorial removal,,,1053,7,1771|1797|1810|1815|1823|1842|1860
DEMOCRITUS,DEMOCRITUS,1823,PARSING_OR_EDITORIAL,0.50,In OCR range but not parsed — possible parsing error or editorial removal,,,1052,6,1778|1797|1810|1815|1842|1860
DYNANOMETER,DYNANOMETER,1823,PARSING_OR_EDITORIAL,0.50,In OCR range but not parsed — possible parsing error or editorial removal,,,1050,2,1815|1842
PERUGIA,PERUGIA,1823,PARSING_OR_EDITORIAL,0.50,In OCR range but not parsed — possible parsing error or editorial removal,,,1047,7,1771|1778|1797|1810|1815|1842|1860
CAERMARTHENSHIRE,CAERMARTHENSHIRE,1815,PARSING_OR_EDITORIAL,0.50,In OCR range but not parsed — possible parsing error or editorial removal,,,1043,4,1797|1810|1823|1842
DOMESDAY,DOMESDAY,1842,PARSING_OR_EDITORIAL,0.50,In OCR range but not parsed — possible parsing error or editorial removal,,,1038,7,1771|1778|1797|1810|1815|1823|1860
GASTRIC_JUICE,GASTRIC JUICE,1797,PARSING_OR_EDITORIAL,0.50,In OCR range but not parsed — possible parsing error or editorial removal,,,1037,3,1778|1842|1860
GASTRIC_JUICE,GASTRIC JUICE,1810,PARSING_OR_EDITORIAL,0.50,In OCR range but not parsed — possible parsing error or editorial removal,,,1037,3,1778|1842|1860
GASTRIC_JUICE,GASTRIC JUICE,1815,PARSING_OR_EDITORIAL,0.50,In OCR range but not parsed — possible parsing error or editorial removal,,,1037,3,1778|1842|1860
GASTRIC_JUICE,GASTRIC JUICE,1823,PARSING_OR_EDITORIAL,0.50,In OCR range but not parsed — possible parsing error or editorial removal,,,1037,3,1778|1842|1860
SACRAMENT,SACRAMENT,1815,PARSING_OR_EDITORIAL,0.50,In OCR range but not parsed — possible parsing error or editorial removal,,,1035,5,1771|1778|1797|1842|1860
SACRAMENT,SACRAMENT,1823,PARSING_OR_EDITORIAL,0.50,In OCR range but not parsed — possible parsing error or editorial removal,,,1035,5,1771|1778|1797|1842|1860
AVILA,AVILA,1823,PARSING_OR_EDITORIAL,0.50,In OCR range but not parsed — possible parsing error or editorial removal,,,1034,6,1771|1778|1797|1810|1815|1842
HUYSUM,HUYSUM,1810,PARSING_OR_EDITORIAL,0.50,In OCR range but not parsed — possible parsing error or editorial removal,,,1028,5,1797|1815|1823|1842|1860
ORESTES,ORESTES,1810,PARSING_OR_EDITORIAL,0.50,In OCR range but not parsed — possible parsing error or editorial removal,,,1027,6,1778|1797|1815|1823|1842|1860
PLUMMET,PLUMMET,1815,PARSING_OR_EDITORIAL,0.50,In OCR range but not parsed — possible parsing error or editorial removal,,,1027,5,1771|1778|1797|1810|1842
PLUMMET,PLUMMET,1823,PARSING_OR_EDITORIAL,0.50,In OCR range but not parsed — possible parsing error or editorial removal,,,1027,5,1771|1778|1797|1810|1842
SCHOMBERG,SCHOMBERG,1842,PARSING_OR_EDITORIAL,0.50,In OCR range but not parsed — possible parsing error or editorial removal,,,1023,4,1797|1815|1823|1860
CANNE,CANNE,1797,PARSING_OR_EDITORIAL,0.50,In OCR range but not parsed — possible parsing error or editorial removal,,,1019,2,1778|1842
CANNE,CANNE,1815,PARSING_OR_EDITORIAL,0.50,In OCR range but not parsed — possible parsing error or editorial removal,,,1019,2,1778|1842
CANNE,CANNE,1823,PARSING_OR_EDITORIAL,0.50,In OCR range but not parsed — possible parsing error or editorial removal,,,1019,2,1778|1842
GYPSUM,GYPSUM,1810,PARSING_OR_EDITORIAL,0.50,In OCR range but not parsed — possible parsing error or editorial removal,,,1018,4,1771|1778|1797|1860
GYPSUM,GYPSUM,1815,PARSING_OR_EDITORIAL,0.50,In OCR range but not parsed — possible parsing error or editorial removal,,,1018,4,1771|1778|1797|1860
GYPSUM,GYPSUM,1823,PARSING_OR_EDITORIAL,0.50,In OCR range but not parsed — possible parsing error or editorial removal,,,1018,4,1771|1778|1797|1860
GYPSUM,GYPSUM,1842,PARSING_OR_EDITORIAL,0.50,In OCR range but not parsed — possible parsing error or editorial removal,,,1018,4,1771|1778|1797|1860
BROCKLESBY,BROCKLESBY,1842,PARSING_OR_EDITORIAL,0.50,In OCR range but not parsed — possible parsing error or editorial removal,,,1012,2,1823|1860
CASTRO,CASTRO,1815,PARSING_OR_EDITORIAL,0.50,In OCR range but not parsed — possible parsing error or editorial removal,,,1010,7,1771|1778|1797|1810|1823|1842|1860
TRIM,TRIM,1842,PARSING_OR_EDITORIAL,0.50,In OCR range but not parsed — possible parsing error or editorial removal,,,1003,6,1778|1797|1810|1815|1823|1860
CANAAAN,CANAAAN,1815,PARSING_OR_EDITORIAL,0.50,In OCR range but not parsed — possible parsing error or editorial removal,,,1002,3,1797|1810|1860
CANAAAN,CANAAAN,1823,PARSING_OR_EDITORIAL,0.50,In OCR range but not parsed — possible parsing error or editorial removal,,,1002,3,1797|1810|1860
CANAAAN,CANAAAN,1842,PARSING_OR_EDITORIAL,0.50,In OCR range but not parsed — possible parsing error or editorial removal,,,1002,3,1797|1810|1860
KIRCHER,KIRCHER,1810,PARSING_OR_EDITORIAL,0.50,In OCR range but not parsed — possible parsing error or editorial removal,,,1002,6,1778|1797|1815|1823|1842|1860
MEDICINE,MEDICINE,1842,SWALLOWED,0.90,"Found inside ""MEDICAL JURISPRUDENCE"" (49,033w) — at 61% in MEDICAL JURISPRUDENCE (19,073w after)",,MEDICAL JURISPRUDENCE,320675,7,1771|1778|1797|1810|1815|1823|1860
MECHANICS,MECHANICS,1823,SWALLOWED,0.90,"Found inside ""MEASURE"" (162,529w) — at 69% in MEASURE (47,885w after)",,MEASURE,131749,6,1771|1778|1797|1810|1815|1842
JERSEY,JERSEY,1842,SWALLOWED,0.90,"Found inside ""JENA"" (15,283w) — at 21% in JENA (11,984w after)",,JENA,24303,7,1771|1778|1797|1810|1815|1823|1860
PARTNERSHIP,PARTNERSHIP,1797,SWALLOWED,0.90,"Found inside ""PARR"" (11,729w) — at 61% in PARR (4,697w after)",,PARR,22008,5,1778|1810|1815|1842|1860
DALRYMPLE,DALRYMPLE,1842,SWALLOWED,0.90,"Found inside ""DALMATIA"" (12,684w) — at 6% in DALMATIA (11,921w after)",,DALMATIA,12345,5,1797|1810|1815|1823|1860
SPIRITUAL,SPIRITUAL,1797,SWALLOWED,0.90,"Found inside ""SPECIFICS"" (9,715w) — at 88% in SPECIFICS (1,071w after)",,SPECIFICS,10016,5,1771|1778|1810|1815|1823
DRAYTON,DRAYTON,1815,SWALLOWED,0.90,"Found inside ""DRAWING"" (8,966w) — at 93% in DRAWING (677w after)",,DRAWING,9429,6,1778|1797|1810|1823|1842|1860
EVIDENCE,EVIDENCE,1842,SWALLOWED,0.90,"Found inside ""EUXINUS PONTUS"" (14,510w) — at 94% in EUXINUS PONTUS (886w after)",,EUXINUS PONTUS,8790,7,1771|1778|1797|1810|1815|1823|1860
JOHNSON,JOHNSON,1842,SWALLOWED,0.90,"Found inside ""JOACHIMITES"" (22,367w) — at 42% in JOACHIMITES (12,980w after)",,JOACHIMITES,6945,3,1815|1823|1860
FOUNDERY,FOUNDERY,1815,SWALLOWED,0.90,"Found inside ""FORTIFICATION"" (5,410w) — at 86% in FORTIFICATION (771w after)",,FORTIFICATION,4829,3,1771|1842|1860
JEROME,JEROME,1842,SWALLOWED,0.90,"Found inside ""JENA"" (15,283w) — at 17% in JENA (12,649w after)",,JENA,3065,6,1778|1797|1810|1815|1823|1860
KING'S_COUNTY,KING'S COUNTY,1842,SWALLOWED,0.90,"Found inside ""KING"" (6,642w) — at 63% in KING (2,367w after)",,KING,2782,2,1823|1860
ABELARD,ABELARD,1810,SWALLOWED,0.90,"Found inside ""ABEL"" (3,476w) — at 9% in ABEL (3,148w after)",,ABEL,2594,4,1778|1797|1842|1860
ABELARD,ABELARD,1815,SWALLOWED,0.90,"Found inside ""ABEL"" (3,477w) — at 9% in ABEL (3,148w after)",,ABEL,2594,4,1778|1797|1842|1860
ABELARD,ABELARD,1823,SWALLOWED,0.90,"Found inside ""ABEL"" (3,476w) — at 9% in ABEL (3,147w after)",,ABEL,2594,4,1778|1797|1842|1860
NORTHAMPTON,NORTHAMPTON,1797,SWALLOWED,0.90,"Found inside ""NORTH"" (4,607w) — at 84% in NORTH (744w after)",,NORTH,2257,6,1771|1778|1815|1823|1842|1860
NORTHAMPTON,NORTHAMPTON,1810,SWALLOWED,0.90,"Found inside ""NORTH"" (5,027w) — at 78% in NORTH (1,124w after)",,NORTH,2257,6,1771|1778|1815|1823|1842|1860
STARCH,STARCH,1823,SWALLOWED,0.90,"Found inside ""SQUARE-RIGGED"" (8,961w) — at 12% in SQUARE-RIGGED (7,859w after)",,SQUARE-RIGGED,2244,4,1797|1810|1815|1842
CUSTOMS,CUSTOMS,1778,SWALLOWED,0.90,"Found inside ""CUSTOM"" (8,992w) — at 86% in CUSTOM (1,277w after)",,CUSTOM,1977,3,1771|1797|1815
CUSTOMS,CUSTOMS,1810,SWALLOWED,0.90,"Found inside ""CUSTOM"" (8,979w) — at 86% in CUSTOM (1,273w after)",,CUSTOM,1977,3,1771|1797|1815
JOSEPHUS,JOSEPHUS,1842,SWALLOWED,0.90,"Found inside ""JONES"" (5,245w) — at 78% in JONES (1,151w after)",,JONES,1788,5,1778|1810|1815|1823|1860
